2CO 1:1.1 C Παῦλος Παῦλος N-NSM 3972 Παῦλος ! Παῦλος
2CO 8:20.8 . τῇ τῇ T-DSF 3588 ὁ ! ὁ
2CO 8:20.9 . ἁδρότητι ἁδρότητι N-DSF 100 ἁδρότης ! ἁδρότης
2CO 8:20.10 . ταύτῃ ταύτῃ D-DSF 3778 οὗτος ! οὗτος
2CO 8:20.11 . τῇ τῇ T-DSF 3588 ὁ ! ὁ
2CO 8:20.12 . διακονουμένῃ διακονουμένῃ V-PPP-DSF 1247 διακονέω ! διακονέω
2CO 8:20.13 . ὑφ’ ὑφ’ PREP 5259 ὑπό ! ὑπό
2CO 8:20.14 . ἡμῶν· ἡμῶν· P-1GP 2249 ἡμεῖς ! ἐγώ
2CO 8:21.1 . προνοοῦμεν προνοοῦμεν V-PAI-1P 4306 προνοέω ! προνοέω
2CO 8:21.2 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 8:21.3 . καλὰ καλὰ A-APN 2570 καλός ! καλός
2CO 8:21.4 . οὐ οὐ PRT-N 3756 οὐ ! οὐ
2CO 8:21.5 . μόνον μόνον ADV 3440 μόνον ! μόνος
2CO 8:21.6 . ἐνώπιον ἐνώπιον ADV 1799 ἐνώπιον ! ἐνώπιον
2CO 8:21.7 . κυρίου κυρίου N-GSM 2962 κύριος ! κύριος
2CO 8:21.8 . ἀλλὰ ἀλλὰ CONJ 235 ἀλλά ! ἀλλά
2CO 8:21.9 . καὶ καὶ CONJ 2532 καί ! καί
2CO 8:21.10 . ἐνώπιον ἐνώπιον ADV 1799 ἐνώπιον ! ἐνώπιον
2CO 8:21.11 . ἀνθρώπων. ἀνθρώπων. N-GPM 444 ἄνθρωπος ! ἄνθρωπος
2CO 8:22.1 . συνεπέμψαμεν συνεπέμψαμεν V-AAI-1P 4842 συμπέμπω ! συμπέμπω
2CO 8:22.2 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 8:22.3 . αὐτοῖς αὐτοῖς P-DPM 846 αὐτός ! αὐτός
2CO 8:22.4 . τὸν τὸν T-ASM 3588 ὁ ! ὁ
2CO 8:22.5 . ἀδελφὸν ἀδελφὸν N-ASM 80 ἀδελφός ! ἀδελφός
2CO 8:22.6 . ἡμῶν ἡμῶν P-1GP 2249 ἡμεῖς ! ἐγώ
2CO 8:22.7 . ὃν ὃν R-ASM 3739 ὅς ! ὅς
2CO 8:22.8 . ἐδοκιμάσαμεν ἐδοκιμάσαμεν V-AAI-1P 1381 δοκιμάζω ! δοκιμάζω
2CO 8:22.9 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 8:22.10 . πολλοῖς πολλοῖς A-DPN 4183 πολύς ! πολύς
2CO 8:22.11 . πολλάκις πολλάκις ADV 4178 πολλάκις ! πολλάκις
2CO 8:22.12 . σπουδαῖον σπουδαῖον A-ASM 4705 σπουδαῖος ! σπουδαῖος
2CO 8:22.13 . ὄντα, ὄντα, V-PAP-ASM 1510 εἰμί ! εἰμί
2CO 8:22.14 . νυνὶ νυνὶ ADV 3570 νυνί ! νυνί
2CO 8:22.15 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 8:22.16 . πολὺ πολὺ A-ASN 4183 πολύς ! πολύς
2CO 8:22.17 . σπουδαιότερον σπουδαιότερον A-ASM-C 4705 σπουδαῖος ! σπουδαῖος
2CO 8:22.18 . πεποιθήσει πεποιθήσει N-DSF 4006 πεποίθησις ! πεποίθησις
2CO 8:22.19 . πολλῇ πολλῇ A-DSF 4183 πολύς ! πολύς
2CO 8:22.20 . τῇ τῇ T-DSF 3588 ὁ ! ὁ
2CO 8:22.21 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 8:22.22 . ὑμᾶς. ὑμᾶς. P-2AP 5210 ὑμεῖς ! σύ
2CO 8:23.1 . εἴτε εἴτε CONJ 1535 εἴτε ! εἴτε
2CO 8:23.2 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 8:23.3 . Τίτου, Τίτου, N-GSM 5103 Τίτος ! Τίτος
2CO 8:23.4 . κοινωνὸς κοινωνὸς N-NSM 2844 κοινωνός ! κοινωνός
2CO 8:23.5 . ἐμὸς ἐμὸς S-1SNSM 1699 ἐμός ! ἐμός
2CO 8:23.6 . καὶ καὶ CONJ 2532 καί ! καί
2CO 8:23.7 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 8:23.8 . ὑμᾶς ὑμᾶς P-2AP 5210 ὑμεῖς ! σύ
2CO 8:23.9 . συνεργός· συνεργός· A-NSM 4904 συνεργός ! συνεργός
2CO 8:23.10 . εἴτε εἴτε CONJ 1535 εἴτε ! εἴτε
2CO 8:23.11 . ἀδελφοὶ ἀδελφοὶ N-NPM 80 ἀδελφός ! ἀδελφός
2CO 8:23.12 . ἡμῶν, ἡμῶν, P-1GP 2249 ἡμεῖς ! ἐγώ
2CO 8:23.13 . ἀπόστολοι ἀπόστολοι N-NPM 652 ἀπόστολος ! ἀπόστολος
2CO 8:23.14 . ἐκκλησιῶν, ἐκκλησιῶν, N-GPF 1577 ἐκκλησία ! ἐκκλησία
2CO 8:23.15 . δόξα δόξα N-NSF 1391 δόξα ! δόξα
2CO 8:23.16 . Χριστοῦ. Χριστοῦ. N-GSM 5547 Χριστός ! Χριστός
2CO 8:24.1 . τὴν τὴν T-ASF 3588 ὁ ! ὁ
2CO 8:24.2 . οὖν οὖν CONJ 3767 οὖν ! οὖν
2CO 8:24.3 . ἔνδειξιν ἔνδειξιν N-ASF 1732 ἔνδειξις ! ἔνδειξις
2CO 8:24.4 . τῆς τῆς T-GSF 3588 ὁ ! ὁ
2CO 8:24.5 . ἀγάπης ἀγάπης N-GSF 26 ἀγάπη ! ἀγάπη
2CO 8:24.6 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 8:24.7 . καὶ καὶ CONJ 2532 καί ! καί
2CO 8:24.8 . ἡμῶν ἡμῶν P-1GP 2249 ἡμεῖς ! ἐγώ
2CO 8:24.9 . καυχήσεως καυχήσεως N-GSF 2746 καύχησις ! καύχησις
2CO 8:24.10 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 8:24.11 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 8:24.12 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 8:24.13 . αὐτοὺς αὐτοὺς P-APM 846 αὐτός ! αὐτός
2CO 8:24.14 . ἐνδεικνύμενοι ἐνδεικνύμενοι V-PMP-NPM 1731 ἐνδείκνυμι ! ἐνδείκνυμι
2CO 8:24.15 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 8:24.16 . πρόσωπον πρόσωπον N-ASN 4383 πρόσωπον ! πρόσωπον
2CO 8:24.17 . τῶν τῶν T-GPF 3588 ὁ ! ὁ
2CO 8:24.18 . ἐκκλησιῶν. ἐκκλησιῶν. N-GPF 1577 ἐκκλησία ! ἐκκλησία
2CO 9:1.1 C Περὶ Περὶ PREP 4012 περί ! περί
2CO 9:1.2 . μὲν μὲν PRT 3303 μέν ! μέν
2CO 9:1.3 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 9:1.4 . τῆς τῆς T-GSF 3588 ὁ ! ὁ
2CO 9:1.5 . διακονίας διακονίας N-GSF 1248 διακονία ! διακονία
2CO 9:1.6 . τῆς τῆς T-GSF 3588 ὁ ! ὁ
2CO 9:1.7 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 9:1.8 . τοὺς τοὺς T-APM 3588 ὁ ! ὁ
2CO 9:1.9 . ἁγίους ἁγίους A-APM 40 ἅγιος ! ἅγιος
2CO 9:1.10 . περισσόν περισσόν A-NSN 4053 περισσός ! περισσός
2CO 9:1.11 . μοί μοί P-1DS 1473 ἐγώ ! ἐγώ
2CO 9:1.12 . ἐστιν ἐστιν V-PAI-3S 1510 εἰμί ! εἰμί
2CO 9:1.13 . τὸ τὸ T-NSN 3588 ὁ ! ὁ
2CO 9:1.14 . γράφειν γράφειν V-PAN 1125 γράφω ! γράφω
2CO 9:1.15 . ὑμῖν, ὑμῖν, P-2DP 5210 ὑμεῖς ! σύ
2CO 9:2.1 . οἶδα οἶδα V-RAI-1S 1492 εἴδω ! οἶδα
2CO 9:2.2 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 9:2.3 . τὴν τὴν T-ASF 3588 ὁ ! ὁ
2CO 9:2.4 . προθυμίαν προθυμίαν N-ASF 4288 προθυμία ! προθυμία
2CO 9:2.5 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 9:2.6 . ἣν ἣν R-ASF 3739 ὅς ! ὅς
2CO 9:2.7 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 9:2.8 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 9:2.9 . καυχῶμαι καυχῶμαι V-PNI-1S 2744 καυχάομαι ! καυχάομαι
2CO 9:2.10 . Μακεδόσιν Μακεδόσιν N-DPM 3110 Μακεδών ! Μακεδών
2CO 9:2.11 . ὅτι ὅτι CONJ 3754 ὅτι ! ὅτι
2CO 9:2.12 . Ἀχαΐα Ἀχαΐα N-NSF 882 Ἀχαΐα ! Ἀχαΐα
2CO 9:2.13 . παρεσκεύασται παρεσκεύασται V-RPI-3S 3903 παρασκευάζω ! παρασκευάζω
2CO 9:2.14 . ἀπὸ ἀπὸ PREP 575 ἀπό ! ἀπό
2CO 9:2.15 . πέρυσι, πέρυσι, ADV 4070 πέρυσι ! πέρυσι
2CO 9:2.16 . καὶ καὶ CONJ 2532 καί ! καί
2CO 9:2.17 . τὸ τὸ T-NSN 3588 ὁ ! ὁ
2CO 9:2.18 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 9:2.19 . ζῆλος ζῆλος N-NSN 2205 ζῆλος ! ζῆλος
2CO 9:2.20 . ἠρέθισεν ἠρέθισεν V-AAI-3S 2042 ἐρεθίζω ! ἐρεθίζω
2CO 9:2.21 . τοὺς τοὺς T-APM 3588 ὁ ! ὁ
2CO 9:2.22 . πλείονας. πλείονας. A-APM-C 4119 πλείων ! πολύς
2CO 9:3.1 . ἔπεμψα ἔπεμψα V-AAI-1S 3992 πέμπω ! πέμπω
2CO 9:3.2 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 9:3.3 . τοὺς τοὺς T-APM 3588 ὁ ! ὁ
2CO 9:3.4 . ἀδελφούς, ἀδελφούς, N-APM 80 ἀδελφός ! ἀδελφός
2CO 9:3.5 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 9:3.6 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 9:3.7 . τὸ τὸ T-NSN 3588 ὁ ! ὁ
2CO 9:3.8 . καύχημα καύχημα N-NSN 2745 καύχημα ! καύχημα
2CO 9:3.9 . ἡμῶν ἡμῶν P-1GP 2249 ἡμεῖς ! ἐγώ
2CO 9:3.10 . τὸ τὸ T-NSN 3588 ὁ ! ὁ
2CO 9:3.11 . ὑπὲρ ὑπὲρ PREP 5228 ὑπέρ ! ὑπέρ
2CO 9:3.12 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 9:3.13 . κενωθῇ κενωθῇ V-APS-3S 2758 κενόω ! κενόω
2CO 9:3.14 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 9:3.15 . τῷ τῷ T-DSN 3588 ὁ ! ὁ
2CO 9:3.16 . μέρει μέρει N-DSN 3313 μέρος ! μέρος
2CO 9:3.17 . τούτῳ, τούτῳ, D-DSN 3778 οὗτος ! οὗτος
2CO 9:3.18 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 9:3.19 . καθὼς καθὼς ADV 2531 καθώς ! καθώς
2CO 9:3.20 . ἔλεγον ἔλεγον V-IAI-1S 3004 λέγω ! λέγω
2CO 9:3.21 . παρεσκευασμένοι παρεσκευασμένοι V-RPP-NPM 3903 παρασκευάζω ! παρασκευάζω
2CO 9:3.22 . ἦτε, ἦτε, V-PAS-2P 1510 εἰμί ! εἰμί
2CO 9:4.1 . μήπως μήπως CONJ-N 3381 μήπως ! μήπως
2CO 9:4.2 . ἐὰν ἐὰν COND 1437 ἐάν ! ἐάν
2CO 9:4.3 . ἔλθωσιν ἔλθωσιν V-2AAS-3P 2064 ἔρχομαι ! ἔρχομαι
2CO 9:4.4 . σὺν σὺν PREP 4862 σύν ! σύν
2CO 9:4.5 . ἐμοὶ ἐμοὶ P-1DS 1473 ἐγώ ! ἐγώ
2CO 9:4.6 . Μακεδόνες Μακεδόνες N-NPM 3110 Μακεδών ! Μακεδών
2CO 9:4.7 . καὶ καὶ CONJ 2532 καί ! καί
2CO 9:4.8 . εὕρωσιν εὕρωσιν V-2AAS-3P 2147 εὑρίσκω ! εὑρίσκω
2CO 9:4.9 . ὑμᾶς ὑμᾶς P-2AP 5210 ὑμεῖς ! σύ
2CO 9:4.10 . ἀπαρασκευάστους ἀπαρασκευάστους A-APM 532 ἀπαρασκεύαστος ! ἀπαρασκεύαστος
2CO 9:4.11 . καταισχυνθῶμεν καταισχυνθῶμεν V-APS-1P 2617 καταισχύνω ! καταισχύνω
2CO 9:4.12 . ἡμεῖς, ἡμεῖς, P-1NP 2249 ἡμεῖς ! ἐγώ
2CO 9:4.13 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 9:4.14 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 9:4.15 . λέγωμεν λέγωμεν V-PAS-1P 3004 λέγω ! λέγω
2CO 9:4.16 . ὑμεῖς, ὑμεῖς, P-2NP 5210 ὑμεῖς ! σύ
2CO 9:4.17 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 9:4.18 . τῇ τῇ T-DSF 3588 ὁ ! ὁ
2CO 9:4.19 . ὑποστάσει ὑποστάσει N-DSF 5287 ὑπόστασις ! ὑπόστασις
2CO 9:4.20 . ταύτῃ. ταύτῃ. D-DSF 3778 οὗτος ! οὗτος
2CO 9:5.1 . ἀναγκαῖον ἀναγκαῖον A-ASN 316 ἀναγκαῖος ! ἀναγκαῖος
2CO 9:5.2 . οὖν οὖν CONJ 3767 οὖν ! οὖν
2CO 9:5.3 . ἡγησάμην ἡγησάμην V-ADI-1S 2233 ἡγέομαι ! ἡγέομαι
2CO 9:5.4 . παρακαλέσαι παρακαλέσαι V-AAN 3870 παρακαλέω ! παρακαλέω
2CO 9:5.5 . τοὺς τοὺς T-APM 3588 ὁ ! ὁ
2CO 9:5.6 . ἀδελφοὺς ἀδελφοὺς N-APM 80 ἀδελφός ! ἀδελφός
2CO 9:5.7 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 9:5.8 . προέλθωσιν προέλθωσιν V-2AAS-3P 4281 προέρχομαι ! προέρχομαι
2CO 9:5.9 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 9:5.10 . ὑμᾶς ὑμᾶς P-2AP 5210 ὑμεῖς ! σύ
2CO 9:5.11 . καὶ καὶ CONJ 2532 καί ! καί
2CO 9:5.12 . προκαταρτίσωσιν προκαταρτίσωσιν V-AAS-3P 4294 προκαταρτίζω ! προκαταρτίζω
2CO 9:5.13 . τὴν τὴν T-ASF 3588 ὁ ! ὁ
2CO 9:5.14 . προεπηγγελμένην προεπηγγελμένην V-RNP-ASF 4279 προεπαγγέλλομαι ! προεπαγγέλλω
2CO 9:5.15 . εὐλογίαν εὐλογίαν N-ASF 2129 εὐλογία ! εὐλογία
2CO 9:5.16 . ὑμῶν, ὑμῶν, P-2GP 5210 ὑμεῖς ! σύ
2CO 9:5.17 . ταύτην ταύτην D-ASF 3778 οὗτος ! οὗτος
2CO 9:5.18 . ἑτοίμην ἑτοίμην A-ASF 2092 ἕτοιμος ! ἕτοιμος
2CO 9:5.19 . εἶναι εἶναι V-PAN 1510 εἰμί ! εἰμί
2CO 9:5.20 . οὕτως οὕτως ADV 3779 οὕτω ! οὕτω
2CO 9:5.21 . ὡς ὡς ADV 5613 ὡς ! ὡς
2CO 9:5.22 . εὐλογίαν, εὐλογίαν, N-ASF 2129 εὐλογία ! εὐλογία
2CO 9:5.23 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 9:5.24 . ὡς ὡς ADV 5613 ὡς ! ὡς
2CO 9:5.25 . πλεονεξίαν. πλεονεξίαν. N-ASF 4124 πλεονεξία ! πλεονεξία
2CO 9:6.1 P Τοῦτο Τοῦτο D-ASN 3778 οὗτος ! οὗτος
2CO 9:6.2 . δέ, δέ, CONJ 1161 δέ ! δέ
2CO 9:6.3 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 9:6.4 . σπείρων σπείρων V-PAP-NSM 4687 σπείρω ! σπείρω
2CO 9:6.5 . φειδομένως φειδομένως ADV 5340 φειδομένως ! φειδομένως
2CO 9:6.6 . φειδομένως φειδομένως ADV 5340 φειδομένως ! φειδομένως
2CO 9:6.7 . καὶ καὶ CONJ 2532 καί ! καί
2CO 9:6.8 . θερίσει, θερίσει, V-FAI-3S 2325 θερίζω ! θερίζω
2CO 9:6.9 . καὶ καὶ CONJ 2532 καί ! καί
2CO 9:6.10 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 9:6.11 . σπείρων σπείρων V-PAP-NSM 4687 σπείρω ! σπείρω
2CO 9:6.12 . ἐπ’ ἐπ’ PREP 1909 ἐπί ! ἐπί
2CO 9:6.13 . εὐλογίαις εὐλογίαις N-DPF 2129 εὐλογία ! εὐλογία
2CO 9:6.14 . ἐπ’ ἐπ’ PREP 1909 ἐπί ! ἐπί
2CO 9:6.15 . εὐλογίαις εὐλογίαις N-DPF 2129 εὐλογία ! εὐλογία
2CO 9:6.16 . καὶ καὶ CONJ 2532 καί ! καί
2CO 9:6.17 . θερίσει. θερίσει. V-FAI-3S 2325 θερίζω ! θερίζω
2CO 9:7.1 . ἕκαστος ἕκαστος A-NSM 1538 ἕκαστος ! ἕκαστος
2CO 9:7.2 . καθὼς καθὼς ADV 2531 καθώς ! καθώς
2CO 9:7.3 . προῄρηται προῄρηται V-RMI-3S 4255 προαιρέομαι ! προαιρέω
2CO 9:7.4 . τῇ τῇ T-DSF 3588 ὁ ! ὁ
2CO 9:7.5 . καρδίᾳ, καρδίᾳ, N-DSF 2588 καρδία ! καρδία
2CO 9:7.6 . μὴ μὴ PRT-N 3361 μή ! μή
2CO 9:7.7 . ἐκ ἐκ PREP 1537 ἐκ ! ἐκ
2CO 9:7.8 . λύπης λύπης N-GSF 3077 λύπη ! λύπη
2CO 9:7.9 . ἢ ἢ PRT 2228 ἤ ! ἤ
2CO 9:7.10 . ἐξ ἐξ PREP 1537 ἐκ ! ἐκ
2CO 9:7.11 . ἀνάγκης, ἀνάγκης, N-GSF 318 ἀνάγκη ! ἀνάγκη
2CO 9:7.12 . ἱλαρὸν ἱλαρὸν A-ASM 2431 ἱλαρός ! ἱλαρός
2CO 9:7.13 . γὰρ γὰρ CONJ 1063 γάρ ! γάρ
2CO 9:7.14 . δότην δότην N-ASM 1395 δότης ! δότης
2CO 9:7.15 . ἀγαπᾷ ἀγαπᾷ V-PAI-3S 25 ἀγαπάω ! ἀγαπάω
2CO 9:7.16 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 9:7.17 . θεός. θεός. N-NSM 2316 θεός ! θεός
2CO 9:8.1 . δυνατεῖ δυνατεῖ V-PAI-3S 1414 δυνατέω ! δυνατέω
2CO 9:8.2 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 9:8.3 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 9:8.4 . θεὸς θεὸς N-NSM 2316 θεός ! θεός
2CO 9:8.5 . πᾶσαν πᾶσαν A-ASF 3956 πᾶς ! πᾶς
2CO 9:8.6 . χάριν χάριν N-ASF 5485 χάρις ! χάρις
2CO 9:8.7 . περισσεῦσαι περισσεῦσαι V-AAN 4052 περισσεύω ! περισσεύω
2CO 9:8.8 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 9:8.9 . ὑμᾶς, ὑμᾶς, P-2AP 5210 ὑμεῖς ! σύ
2CO 9:8.10 . ἵνα ἵνα CONJ 2443 ἵνα ! ἵνα
2CO 9:8.11 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 9:8.12 . παντὶ παντὶ A-DSN 3956 πᾶς ! πᾶς
2CO 9:8.13 . πάντοτε πάντοτε ADV 3842 πάντοτε ! πάντοτε
2CO 9:8.14 . πᾶσαν πᾶσαν A-ASF 3956 πᾶς ! πᾶς
2CO 9:8.15 . αὐτάρκειαν αὐτάρκειαν N-ASF 841 αὐτάρκεια ! αὐτάρκεια
2CO 9:8.16 . ἔχοντες ἔχοντες V-PAP-NPM 2192 ἔχω ! ἔχω
2CO 9:8.17 . περισσεύητε περισσεύητε V-PAS-2P 4052 περισσεύω ! περισσεύω
2CO 9:8.18 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 9:8.19 . πᾶν πᾶν A-ASN 3956 πᾶς ! πᾶς
2CO 9:8.20 . ἔργον ἔργον N-ASN 2041 ἔργον ! ἔργον
2CO 9:8.21 . ἀγαθόν, ἀγαθόν, A-ASN 18 ἀγαθός ! ἀγαθός
2CO 9:9.1 . καθὼς καθὼς ADV 2531 καθώς ! καθώς
2CO 9:9.2 . γέγραπται, γέγραπται, V-RPI-3S 1125 γράφω ! γράφω
2CO 9:9.3 . ἐσκόρπισεν, ἐσκόρπισεν, V-AAI-3S 4650 σκορπίζω ! σκορπίζω
2CO 9:9.4 . ἔδωκεν ἔδωκεν V-AAI-3S 1325 δίδωμι ! δίδωμι
2CO 9:9.5 . τοῖς τοῖς T-DPM 3588 ὁ ! ὁ
2CO 9:9.6 . πένησιν, πένησιν, N-DPM 3993 πένης ! πένης
2CO 9:9.7 . ἡ ἡ T-NSF 3588 ὁ ! ὁ
2CO 9:9.8 . δικαιοσύνη δικαιοσύνη N-NSF 1343 δικαιοσύνη ! δικαιοσύνη
2CO 9:9.9 . αὐτοῦ αὐτοῦ P-GSM 846 αὐτός ! αὐτός
2CO 9:9.10 . μένει μένει V-PAI-3S 3306 μένω ! μένω
2CO 9:9.11 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 9:9.12 . τὸν τὸν T-ASM 3588 ὁ ! ὁ
2CO 9:9.13 . αἰῶνα. αἰῶνα. N-ASM 165 αἰών ! αἰών
2CO 9:10.1 . ὁ ὁ T-NSM 3588 ὁ ! ὁ
2CO 9:10.2 . δὲ δὲ CONJ 1161 δέ ! δέ
2CO 9:10.3 . ἐπιχορηγῶν ἐπιχορηγῶν V-PAP-NSM 2023 ἐπιχορηγέω ! ἐπιχορηγέω
2CO 9:10.4 . σπέρμα σπέρμα N-ASN 4690 σπέρμα ! σπέρμα
2CO 9:10.5 . τῷ τῷ T-DSM 3588 ὁ ! ὁ
2CO 9:10.6 . σπείροντι σπείροντι V-PAP-DSM 4687 σπείρω ! σπείρω
2CO 9:10.7 . καὶ καὶ CONJ 2532 καί ! καί
2CO 9:10.8 . ἄρτον ἄρτον N-ASM 740 ἄρτος ! ἄρτος
2CO 9:10.9 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 9:10.10 . βρῶσιν βρῶσιν N-ASF 1035 βρῶσις ! βρῶσις
2CO 9:10.11 . χορηγήσει χορηγήσει V-FAI-3S 5524 χορηγέω ! χορηγέω
2CO 9:10.12 . καὶ καὶ CONJ 2532 καί ! καί
2CO 9:10.13 . πληθυνεῖ πληθυνεῖ V-FAI-3S 4129 πληθύνω ! πληθύνω
2CO 9:10.14 . τὸν τὸν T-ASM 3588 ὁ ! ὁ
2CO 9:10.15 . σπόρον σπόρον N-ASM 4703 σπόρος ! σπόρος
2CO 9:10.16 . ὑμῶν ὑμῶν P-2GP 5210 ὑμεῖς ! σύ
2CO 9:10.17 . καὶ καὶ CONJ 2532 καί ! καί
2CO 9:10.18 . αὐξήσει αὐξήσει V-FAI-3S 837 αὐξάνω ! αὐξάνω
2CO 9:10.19 . τὰ τὰ T-APN 3588 ὁ ! ὁ
2CO 9:10.20 . γενήματα γενήματα N-APN 1081 γέννημα ! γέννημα
2CO 9:10.21 . τῆς τῆς T-GSF 3588 ὁ ! ὁ
2CO 9:10.22 . δικαιοσύνης δικαιοσύνης N-GSF 1343 δικαιοσύνη ! δικαιοσύνη
2CO 9:10.23 . ὑμῶν· ὑμῶν· P-2GP 5210 ὑμεῖς ! σύ
2CO 9:11.1 . ἐν ἐν PREP 1722 ἐν ! ἐν
2CO 9:11.2 . παντὶ παντὶ A-DSN 3956 πᾶς ! πᾶς
2CO 9:11.3 . πλουτιζόμενοι πλουτιζόμενοι V-PPP-NPM 4148 πλουτίζω ! πλουτίζω
2CO 9:11.4 . εἰς εἰς PREP 1519 εἰς ! εἰς
2CO 9:11.5 . πᾶσαν πᾶσαν A-ASF 3956 πᾶς ! πᾶς
2CO 9:11.6 . ἁπλότητα, ἁπλότητα, N-ASF 572 ἁπλότης ! ἁπλότης
2CO 9:11.7 . ἥτις ἥτις R-NSF 3748 ὅστις ! ὅστις
2CO 9:11.8 . κατεργάζεται κατεργάζεται V-PNI-3S 2716 κατεργάζομαι ! κατεργάζομαι
2CO 9:11.9 . δι’ δι’ PREP 1223 διά ! διά
2CO 9:11.10 . ἡμῶν ἡμῶν P-1GP 2249 ἡμεῖς ! ἐγώ
2CO 9:11.11 . εὐχαριστίαν εὐχαριστίαν N-ASF 2169 εὐχαριστία ! εὐχαριστία
2CO 9:11.12 . τῷ τῷ T-DSM 3588 ὁ ! ὁ
2CO 9:11.13 . θεῷ θεῷ N-DSM 2316 θεός ! θεός
2CO 9:12.1 . ὅτι ὅτι CONJ 3754 ὅτι ! ὅτι
2CO 9:12.2 . ἡ ἡ T-NSF 3588 ὁ ! ὁ
2CO 9:12.3 . διακονία διακονία N-NSF 1248 διακονία ! διακονία
2CO 9:12.4 . τῆς τῆς T-GSF 3588 ὁ ! ὁ
2CO 9:12.5 . λειτουργίας λειτουργίας N-GSF 3009 λειτουργία ! λειτουργία
2CO 9:12.6 . ταύτης ταύτης D-GSF 3778 οὗτος ! οὗτος
2CO 9:12.7 . οὐ οὐ PRT-N 3756 οὐ ! οὐ
2CO 9:12.8 . μόνον μόνον ADV 3440 μόνον ! μόνος
2CO 9:12.9 . ἐστὶν ἐστὶν V-PAI-3S 1510 εἰμί ! εἰμί
2CO 9:12.10 . προσαναπληροῦσα προσαναπληροῦσα V-PAP-NSF 4322 προσαναπληρόω ! προσαναπληρόω
2CO 9:12.11 . τὰ τὰ T-APN 3588 ὁ ! ὁ
2CO 9:12.12 . ὑστερήματα ὑστερήματα N-APN 5303 ὑστέρημα ! ὑστέρημα
2CO 9:12.13 . τῶν τῶν T-GPM 3588 ὁ ! ὁ
2CO 9:12.14 . ἁγίων, ἁγίων, A-GPM 40 ἅγιος ! ἅγιος
2CO 9:12.15 . ἀλλὰ ἀλλὰ CONJ 235 ἀλλά ! ἀλλά
2CO 9:12.16 . καὶ καὶ CONJ 2532 καί ! καί
2CO 9:12.17 . περισσεύουσα περισσεύουσα V-PAP-NSF 4052 περισσεύω ! περισσεύω
2CO 9:12.18 . διὰ διὰ PREP 1223 διά ! διά
2CO 9:12.19 . πολλῶν πολλῶν A-GPF 4183 πολύς ! πολύς
2CO 9:12.20 . εὐχαριστιῶν εὐχαριστιῶν N-GPF 2169 εὐχαριστία ! εὐχαριστία
2CO 9:12.21 . τῷ τῷ T-DSM 3588 ὁ ! ὁ
2CO 9:12.22 . θεῷ θεῷ N-DSM 2316 θεός ! θεός
2CO 9:13.1 . διὰ διὰ PREP 1223 διά ! διά
